transcription,file_name
nei ge hung gaan ngo ho ji tai dou ga me,common_voice_yue_33298098
ngo jau si hau faai dou wui jung bat gwo gung zung coeng hap ngo wui bei min,common_voice_yue_33298099
lai baai jat zi sik jung jyu zung gaau jan si,common_voice_yue_33298100
cit zi dak mou man tai aa dim gaai ngaang hai m dak ne,common_voice_yue_33298101
bin jat zung faat jam bei gaau de,common_voice_yue_33298102
maa faan bong sau teoi gwong jat haa nei go tau piu,common_voice_yue_33298103
dai ji jyun lei sau han gaau juk jyun lei nei dou ge bo lei sam,common_voice_yue_33298104
tai dou mat je mei,common_voice_yue_33298105
jap jap gwing zi ge hai sim sim faat gwong,common_voice_yue_33298106
zung jau bat waak gin wan dou buk gaai,common_voice_yue_33298107
maa faan gei zung faan caa dou zit jat zit tou,common_voice_yue_33298108
ping jam kaau daa ci daa geoi ho ji gong cung,common_voice_yue_33298109
nei bun je jau di jau co lau,common_voice_yue_33298110
ceng man jau mou jan zi gei si jung dou nei go zi,common_voice_yue_33298112
mok fei zau hai ngo dei ping si gong ge sat tau go go go ge zing zi,common_voice_yue_33298113
nei m jap hok jyun gin zai dong jin zau naan zou,common_voice_yue_33298114
zou je zou jat bun,common_voice_yue_33298115
so ji di siu sik m lau tung wong wong zau hai nei di jan,common_voice_yue_33298116
m zi nei ho m ho ji bei keoi tung ngo jat cai zyu,common_voice_yue_33298117
ngo tung tung hok ge hap jing,common_voice_yue_33298118
cung mat siu zing ling,common_voice_yue_33298119
zung jau sing saam go gam do,common_voice_yue_33298120
jau m hou gong cin cau maan doi hai jat go coeng kei zin loek,common_voice_yue_33298121
nei jau jung din nou me,common_voice_yue_33298122
jyu gu fo hok gaa mou gaa cit zau mou ho nang jau fo hok faat zin,common_voice_yue_33298133
nei zan hai jiu hou hou gam faan sing haa m ho ji seng jat dou hai gam joeng ga,common_voice_yue_33298134
mou jan waa gwo keoi dei jat ding seoi jiu,common_voice_yue_33298135
zi hai gang hou fan jam joeng ji ji,common_voice_yue_33298137
aa zau gwok gaa sang wut aat lik hou daai,common_voice_yue_33298143
sau gau ge jing goi gei hou,common_voice_yue_33298144
jan wai teng jat sat bei cam jat hou,common_voice_yue_33298145
gwong sai jau zong jyu daan ngo jyun cyun teng m ming,common_voice_yue_33298146
nei go jik hai ling ngoi jat wui si,common_voice_yue_33298147
ni geoi hou suk teng gwo haa,common_voice_yue_33298203
tai zo hou noi sin tai dou go cou faa tau,common_voice_yue_33298204
jat soeng jung jyu m wui gam sei baan,common_voice_yue_33298205
soeng zoeng haa gei gu daan,common_voice_yue_33298206
dou hai hai zi din soeng wan m dou ge zi,common_voice_yue_33298207
dak haan fan sik haa,common_voice_yue_33298218
ji teoi ceot go go mong zaam,common_voice_yue_33298219
bun jing hai gei joeng ge,common_voice_yue_33298220
mou gaau gwong gou fai,common_voice_yue_33298221
daa bei nei fong m fong bin aa,common_voice_yue_33298222
dong jin jik dou hai,common_voice_yue_33298228
siu gau laan caat haai,common_voice_yue_33298229
sik dak haa zau syun laa,common_voice_yue_33298230
jyun loi mat me dou hai ze jam zi,common_voice_yue_33298232
jau hou do zi gan hai jiu sei bui,common_voice_yue_33298234
hou seng hou hei king laa,common_voice_yue_33298235
dak gwok lou dou maai mai gwok lou deoi laa,common_voice_yue_33298236
jau gau gung gaak hou hou do,common_voice_yue_33298237
teng lok hou ci gei kap jan,common_voice_yue_33310074
gong faan zing si faat go gaai siu ge mong zi tai haa,common_voice_yue_33310075
ngo hou ci mou man tai bo,common_voice_yue_33310076
tai maai saai di bak je,common_voice_yue_33310077
hai ge jau hou do hon zi hai jat bun jan goi zou gwo ge,common_voice_yue_33310078
nei ne seoi coeng sai gaai sik ge,common_voice_yue_33319200
sik zo joek m hai jau di wan wan dei ge me,common_voice_yue_33319201
ngo gok dak ji gaa nei dou di daai hok zou lou si gaau sau dou hou naan zou,common_voice_yue_33319202
keoi dei tung ngo dei m hai tung jat go sai gaai ge jan,common_voice_yue_33319203
daan hai zan hai hou hou mei,common_voice_yue_33319204
hou ji gaa hang laa,common_voice_yue_33323833
haam fung nin ge jik gei jik,common_voice_yue_33323834
so ji jiu faan jik,common_voice_yue_33323835
zik hai nei ji gaa zou gan ge je hai tung jyu jin fong min jau gwaan ge,common_voice_yue_33323836
daan hai jyut jyu ziu duk wo,common_voice_yue_33323840
m hai ngo se ge,common_voice_yue_33323841
nei zung cing fong hou zeng soeng,common_voice_yue_33323842
gu gai tung soeng jip jau gwaan,common_voice_yue_33323843
jim gaak keoi fan man baak duk,common_voice_yue_33323844
ngo soeng man haa nei go kwan hai zou mat ga,common_voice_yue_33323845
ne sin zi hai nei goi jau ge sang wut taai dou,common_voice_yue_33323846
keoi ji gaa jiu kau ngo syu jap din waa hou maa,common_voice_yue_33323847
ji gaa zung jau jan gong aa hoeng dou,common_voice_yue_33323849
syut nei zung tin hei jin zoeng bat ceot ji gaa ngo geoi zyu ge dei fong,common_voice_yue_33323850
luk ho haak gaa waa jau fan,common_voice_yue_33323851
hai gam joeng ge gaa sai,common_voice_yue_33323852
ming ciu zi ho ji hin si,common_voice_yue_33323853
zung ji ge neoi zai,common_voice_yue_33323854
gin fung zau hai jyu,common_voice_yue_33323855
zung gwok di fong jik cou si ge ngai hoi daai gwo beng duk sap pui m zi,common_voice_yue_33323856
laan jam hou zeng soeng,common_voice_yue_33323857
gung zung hou leoi min ge luk jam m hai jyu jam,common_voice_yue_33323858
gam jat gam han jit ge,common_voice_yue_33323859
hon zi m dang jyu zung man,common_voice_yue_33323865
daan hai ngo jyut jan ge gan jyun jau ling ngo gei bun dou hai man dai ji zung,common_voice_yue_33323867
ngo zan hai fei soeng sap fan zi zung ji aa,common_voice_yue_33323868
hoeng gong mui gaau hok jung nei go,common_voice_yue_33323869
go go mong zaam ge mong zi hai mat,common_voice_yue_33323880
gam fan leoi wui m wui hou di,common_voice_yue_33323881
loeng ze mat gwaan hai,common_voice_yue_33323882
ni go hai bat tung si doi jan se ge,common_voice_yue_33323883
ngau ngau jyut jyu ging jin caa m dou nei go zi ge ping jam,common_voice_yue_33323884
gam jat m zou ting jat nei zau daai wok,common_voice_yue_33323898
daan ngo nam wui hai zeoi hau sin heoi ge dei fong,common_voice_yue_33323899
tai gou syu jap haau leot,common_voice_yue_33323901
gam jau ping jam biu zeon,common_voice_yue_33323903
tau sin daa hoi zo jat joeng cyun ping ge je,common_voice_yue_33323904
m zi nei go jung ji m jung ji se ne,common_voice_yue_33332319
mou co ngo zau nei go ji si,common_voice_yue_33332320
tung dai saam tong zong si gaan,common_voice_yue_33332321
geoi jin gaau go si wai dou gaau m dim,common_voice_yue_33332322
haa zoi dou ge hai mou noi jung ge aat suk man dong,common_voice_yue_33332323
m gok dak gam kei di san man hou teoi me sai gaai mut jat gam,common_voice_yue_33333477
ngo dei uk kei daai koi hai gam laa,common_voice_yue_33333478
nei dei ji gaa sin jyun siu,common_voice_yue_33333479
nei dei waan m waan tin gwok cing gau,common_voice_yue_33333480
dim gaai ngo wui hai ngoi gwok hok saang ge,common_voice_yue_33333525
bin tiu puk gaai ling mun fan gam diu,common_voice_yue_33333526
cin min jyu hau min ge zi bat ceot jin,common_voice_yue_33333527
nei sei bin taai,common_voice_yue_33333528
tung jau taai jan hai hing dai,common_voice_yue_33333529
sai gaai sing dak long pou jin zoeng kong saan,common_voice_yue_33333603
zing soeng cing fong m sei dou soeng dak hou cung,common_voice_yue_33333604
gwong ping hai gei jyu pou ping loi cong zou ge,common_voice_yue_33333605
laam sin saang ho m ho ji jung haak baan waa ceot nei soeng jiu go gin pun ge bou guk hai dim ge,common_voice_yue_33333606
keoi ji gaa lin caan tai laau waa dou ji ging zi wun laa,common_voice_yue_33333607
waak ze nei go ji gwai hai so zyu zo zek mo gwai,common_voice_yue_33333621
ji hau jing goi hoi cit jyut man keoi,common_voice_yue_33333623
m hai gei hou jung,common_voice_yue_33333624
gam mai jyu zo bei jan faan caap lo mou gai ga,common_voice_yue_33333625
hoi hau maai hau dou hai go di,common_voice_yue_33333626
daai siu se dou hai nei zi gei syu jap ge,common_voice_yue_33333676
zing hai ho ji gau hai uk kei mou jan hai dou ge si hau zou zi gei soeng zou ge si,common_voice_yue_33333677
maang gam tau sou keoi,common_voice_yue_33333678
hai aa ceot syu jiu hou jim gan jau kei gung geoi syu,common_voice_yue_33333680
ngo jiu jat joeng dak daai jan wui jung ge je,common_voice_yue_33333752
nei jau mou teng gwo jat geoi syut waa giu zou jan ji kwan fan mat ji leoi zeoi,common_voice_yue_33333755
muk cin jyu san geoi mei gwok,common_voice_yue_33333759
nei syu jap ge waa sin cit dou jing man mou sik sai jung,common_voice_yue_33333762
waa saai ngo dou hai gwong dung jan,common_voice_yue_33333794
din waa hai ji haa ne saam go,common_voice_yue_33333795
gei zyu heoi nei dou sin,common_voice_yue_33333796
m sai baak fai sam gei,common_voice_yue_33333797
bat jyu faan gwai laa,common_voice_yue_33333798
zung jau mou jiu zyun,common_voice_yue_33333854
mou waa sin hau ge,common_voice_yue_33333855
so ji hai me zi,common_voice_yue_33333857
hai mai nei zoeng,common_voice_yue_33333859
daan hai ngo m hai gam soeng sam jap taam tou hok zaap bak ping so ji m hai hou soeng gong,common_voice_yue_33333861
ling jat go bat sing hei hau,common_voice_yue_33333895
maa bo jyun pong bin zau hai maa luk gaap zau,common_voice_yue_33333897
hou do jan dou giu ciu zau,common_voice_yue_33333902
san baan bun ge jyu jam jyut duk jung ge hai baak dou ge,common_voice_yue_33339292
waak ze daan fong min jing hoeng,common_voice_yue_33339293
gong ceot ngo sam waa,common_voice_yue_33339294
seon bin gong geoi do ze zang lai,common_voice_yue_33339295
on coek hou ci dou jung dak,common_voice_yue_33339296
go go hai man jyu zi gaan ji ji,common_voice_yue_33344594
bat gwo ji gaa hok jyut jyu ge jan bei gaau do,common_voice_yue_33344599
tai tung fuk tou jan jap go nou lei sin jau zing kaau zi gei zap saang ceoi gei jing bin,common_voice_yue_33344600
saang hai san wui jan sei hai si fat gwai,common_voice_yue_33344607
ngo gam gok nei go ji hong ho ji wan jung,common_voice_yue_33344608
jing goi hai ngo kam maan m gau fan ze,common_voice_yue_33344610
zyun zung haa jan dei gam lo,common_voice_yue_33344611
soeng ci ngo dei heoi gin min wui dou jau waa hai gam gong,common_voice_yue_33344612
m sai saan ceoi laa,common_voice_yue_33344619
nei hai mai so nan zo aa fan laa cat tau,common_voice_yue_33344622
tong jan gaai leon haam,common_voice_yue_33344631
nei jung zan ming,common_voice_yue_33344632
ngo jung hoi sau gei jing jung cing zeoi ho ji haan faan di sou geoi lau loeng,common_voice_yue_33344634
ceng man nei lyun ding zik,common_voice_yue_33344646
dak haan ngo heoi fat saan wan nei waan,common_voice_yue_33344648
so ji ngan hong bei aat lik nei,common_voice_yue_33344650
dong ngo dei jat cai zi hau jau di je m tung zo,common_voice_yue_33344652
gam jat gin gwo zeoi wat dat ge jan tung si,common_voice_yue_33344654
nei go mong taai hung bou,common_voice_yue_33344661
zi gei dou lyun jung zi,common_voice_yue_33344664
caang jat zek zung hai zang,common_voice_yue_33344667
zou jan gang hai jiu jau fo m tung sap seoi paau zoeng me,common_voice_yue_33344668
hai ge gaan zung wui kam faan zyun tau teng go,common_voice_yue_33344687
je lou dou ho ji daa aa,common_voice_yue_33344688
zoeng mong zi gang san heoi gung gou,common_voice_yue_33344689
ji cin faat go go zau ho ji jyut jyu,common_voice_yue_33344696
hou gwo nei seoi pei jau dau nai laa,common_voice_yue_33344697
ngo zaap gwaan jung seon cong kit daan zi so ji mou gaa jyut ping wan daa,common_voice_yue_33344698
git gwo ngo mou caau gei do,common_voice_yue_33344699
kei sat keoi cung loi zau mou nam zyu gong zing zi,common_voice_yue_33344706
zau hai mou si gaan,common_voice_yue_33344713
mou sam gei tai syu zau mai gwai tai,common_voice_yue_33344715
lo siu ze zik gun giu keoi dei ding si gang san zi biu hou zo,common_voice_yue_33344717
nei jin gau haa go gei bun syu,common_voice_yue_33344748
jau jat go hoi ci jyut ping zi lou,common_voice_yue_33344751
ne hai bin se zing zak,common_voice_yue_33344752
jat man hou mou so wai jing man hou sin zi zan hai hou,common_voice_yue_33344768
zung jau gam sim zi,common_voice_yue_33344769
daan dak go gau gung fong on mou jung,common_voice_yue_33344770
waa ngo dei gei fu lin jat deoi hou di ge haai dou maai m hei,common_voice_yue_33344772
zyu jam ngo m daa syun jung laa noi dei jiu kau gaan tai zi,common_voice_yue_33344774
jat go lin zi gei man zi dou m sik se ge jan,common_voice_yue_33344795
seoi jin ngo zau hai gwong zau,common_voice_yue_33344797
hai mai hou juk maa aa ji cin goi lok,common_voice_yue_33344801
hai go loeng geoi jap min zau ci,common_voice_yue_33344819
waan gwo jat di di dou sung hai jau hei jap min ge,common_voice_yue_33344820
jan gung baat baak hai mat je ji si,common_voice_yue_33344821
jyun loi hai tung hang,common_voice_yue_33344830
dong jin m ho ji,common_voice_yue_33344831
ngo nam zo hou noi mou nam dou jiu mat,common_voice_yue_33344834
jat ding hai pou zou gwai,common_voice_yue_33344836
bui haa jyut jyu ping jam ge wan mou,common_voice_yue_33344837
guk go jyut jyu jau ping gwo dim gaai ngo m zi ge,common_voice_yue_33344843
keoi dei zeoi lek mai zau hai heoi haa jan soeng hoi jan dak go hok zaa,common_voice_yue_33344844
cing nei hou hou fong dai,common_voice_yue_33344846
zung jau nei zung daa zi faat aa,common_voice_yue_33344849
jyut jyu hon zi jyut jyu zung man,common_voice_yue_33344852
sau pei mai hou zeng soeng ting loi baa gwai me,common_voice_yue_33344868
ngo gok dak ji gaa nei dou di daai hok zou lou si gaau sau dou hou naan zou,common_voice_yue_33344870
hai ni go hai hok haau ming,common_voice_yue_33344872
je lou keoi ge man tai hai m gau seon joeng,common_voice_yue_33344883
zoi tou leon lok heoi wui bei jan fung,common_voice_yue_33344884
jau zi go mong zaam sin wui se ceot lai gaa,common_voice_yue_33344885
keoi mou faat gwo ne zoeng tou aa,common_voice_yue_33344887
lok baan faan heoi zoi heoi tai tai,common_voice_yue_33344938
ngo m zi bin go waa gaa waa ge,common_voice_yue_33344939
jyun loi nei tau tau hai dou m sai lei maai laa,common_voice_yue_33344940
sou zi ng bat daa dak ceot,common_voice_yue_33344954
ji hau hok sik dou jat joeng ho ji wan jung zi jyu,common_voice_yue_33344958
zuk m dou go ji si,common_voice_yue_33344960
gam ge baat po jing goi laai heoi zou gai,common_voice_yue_33344963
zi dung bin sing zo hai tung teoi zin pei fu dim syun,common_voice_yue_33344965
jau hai jau di dou lei,common_voice_yue_33344966
ni ceot hei hou ci jau laau waa,common_voice_yue_33344967
bat jyu daa hoeng tou gam cing paai,common_voice_yue_33344993
zi tai mou nang kwai faan,common_voice_yue_33344996
gai zuk zap laap saap,common_voice_yue_33344997
long fai ngo caau ng zau leon man ge si gaan,common_voice_yue_33345007
daai bou fan ge jan dou faan faan heoi laa,common_voice_yue_33345009
fat jin gam gok gei bat zyu,common_voice_yue_33345010
gu m dou gu taai ngaang dip gam faai,common_voice_yue_33345011
ngo gei si tai zo jat bun dung waa ge,common_voice_yue_33346784
gau ging ngap mat ceon,common_voice_yue_33346785
zoi gam zau gam jin,common_voice_yue_33346786
dang go maa biu kok ding mou man tai zoi gaau,common_voice_yue_33346787
nei di jyu fong gou hyut aat ge fong faat jik dou hai jyu fong zung fung ge fong faat,common_voice_yue_33346788
jau mou baan faat gaai kyut,common_voice_yue_33347657
sai gaai wai sang zou zik gai zuk zung si cing fong,common_voice_yue_33347658
fai si bei jan zuk zi sat,common_voice_yue_33347659
dung gin waa soeng hoi lou lai ge,common_voice_yue_33347660
hai aa nam zyu on zong si si,common_voice_yue_33348206
gwo nin hai jat go cing jan gei zeoi gaai si zit,common_voice_yue_33348208
ngo hai ji sai jung ze ge san fan heoi gong,common_voice_yue_33348212
sin zi ho ji gaai siu ga maa,common_voice_yue_33348224
ji gaa bin sing teoi dou cyun gwok jyu jin ham gaa caam,common_voice_yue_33348225
bat zing soeng ge gaau juk dou hai bat zing soeng ge jan gaau ceot loi ge,common_voice_yue_33348227
gam seoi dak hou gaau gwaan,common_voice_yue_33348228
gam jat cung nei dei hau zung jau teng dou zung gu jyut jyu jat syut zoeng zi sik,common_voice_yue_33348239
jat zik mou lau ji,common_voice_yue_33348240
keoi dei jat cai heoi maai zek gau hou dak ji go zek,common_voice_yue_33348256
zung waa ngo hai nei oi zi tim,common_voice_yue_33348257
jau wai kei dou zau sau pei,common_voice_yue_33348258
zyu tai hai haan liu jyut jyu,common_voice_yue_33348424
ceoi bin nei haa zoi,common_voice_yue_33348426
gam zau ceot daai man tai laa,common_voice_yue_33348427
bun san zau mou caan sang mat je hou ge,common_voice_yue_33348428
dim gaai wui hai saan sai,common_voice_yue_33348450
wu juk zung hap zing,common_voice_yue_33348451
keoi ngaam ngaam hoi ci ge san gim zik zi gau bei sang wut fai,common_voice_yue_33348488
deoi pei fu m hou,common_voice_yue_33348489
ming ciu gou zau fu zi jau gei zoi,common_voice_yue_33348491
gam gang hai gam do jan hok ping jam wo gang hai hoi sam laa,common_voice_yue_33353753
tai faan gei luk zau zi,common_voice_yue_33353754
ngo wui dang tung keoi suk di sin,common_voice_yue_33353755
bat jyu lok tong go zan daa bei ngo laa,common_voice_yue_33353756
zi hei hei jan jim ji dou ling,common_voice_yue_33353757
cung jyun zi hau gam gok song gwo daa bin lou,common_voice_yue_33358956
lo ding dou hai laa,common_voice_yue_33358957
m hai sing gaa bo me,common_voice_yue_33358959
gam gong hoi bik gwai jyun hou do dou hai laau lou zyu,common_voice_yue_33358961
ho nang jan wai ngo m hai neoi haai zi,common_voice_yue_33358963
zeoi gan daai gaa dou hou mong wo tai lai,common_voice_yue_33358981
ngo zau man nei dim gaai jiu cit wui,common_voice_yue_33358982
ngo lou dau waa ngo sai lou saang ge tung ngo jat joeng ak,common_voice_yue_33358983
jau gam ge gung nang,common_voice_yue_33358984
aai haa sin gam jat caai zo si,common_voice_yue_33358985
toi waan m hai gei gong jing man,common_voice_yue_33361662
gong sam go geoi bak fong waa hai go zo ngoi zi cung hok zo jyut jyu zau m hai gam zung ji bak fong waa,common_voice_yue_33361663
gam m sai seng jat dau cin hai nei di je,common_voice_yue_33361664
dim gaai dong si mou jan daap ne,common_voice_yue_33361665
wong saang gong dak m gau gaan git,common_voice_yue_33361666
jau lik si baan bun ge,common_voice_yue_33361763
ciu saan dei keoi dou jau haak gaa,common_voice_yue_33361767
zung hai mat je leoi jing ge,common_voice_yue_33361769
zi jau nei gwaan sam ngo,common_voice_yue_33361770
dang ngo wan jat man man,common_voice_yue_33361771
jau gwong gou jim ji,common_voice_yue_33361875
bei ngo haa aa,common_voice_yue_33361877
gam ngo dim cing fu nei,common_voice_yue_33361879
ngo zau lai jiu soeng tong laa,common_voice_yue_33361881
jat jat heoi tau sou dou gaa nei dei hai zou zau zou m zou zau bei jan dei zou,common_voice_yue_33361882
mou lik loeng mou sau dyun zau mou zi gaak wui bei jan siu mit,common_voice_yue_33361978
ne fan gung zou hei san m hai gam ji ngo si gwo,common_voice_yue_33361981
mou soeng hong hin si,common_voice_yue_33361983
dong jin gam nin gwo nin ziu joeng wui jau sei jan tung lam lau,common_voice_yue_33361985
aai m gong nei di laa,common_voice_yue_33362288
keoi gaak lei m doi biu zau zan hai duk,common_voice_yue_33362289
gaak zyu go mong m sai gaau jin gei noi sing wui hou di,common_voice_yue_33362290
jap heoi nei m hou ceot si,common_voice_yue_33362292
waak ze gang san jat kei,common_voice_yue_33362293
nei ni go sau gei zi daai ge,common_voice_yue_33362400
sin m gong hou waai deoi co jiu sin gaau cing co jyu ho cing fu zeoi hap lei,common_voice_yue_33362403
lo zan jyu jau mat seoi,common_voice_yue_33362404
ngo dei hok jyut naam jyu dou gei hou hok ge,common_voice_yue_33362406
daa go zi dou waa gui,common_voice_yue_33362407
jan wai fun pan wun tou caan,common_voice_yue_33362512
nei tai ngo gei gung dou,common_voice_yue_33362513
lau sing gei sai lik seoi gwong daan jing goi mei hai gam gwong,common_voice_yue_33362514
nei m hou waa bei ngo zi nei m zi aa,common_voice_yue_33362516
jiu fuk hing sei jap man faa hai seoi jiu gam do wai hoeng can ge zi ci tung nou lik,common_voice_yue_33362518
ngo jing man hou caa,common_voice_yue_33362596
lo wing hou hai mat seoi,common_voice_yue_33362597
jung dak faai dou laan dak faai m jiu hoi sam dak taai zou,common_voice_yue_33362598
oi m hai gong ceot lai ge ji hai jiu zou ceot lai ge,common_voice_yue_33362599
hai mei gwok dang gei zo,common_voice_yue_33362600
dim gaai ngo mou go go kwan ge,common_voice_yue_33362646
keoi dei cing ceon go go nin doi zau hai zi seon bai sak gaa soeng sai nou,common_voice_yue_33362648
so ji ngo ji man keoi,common_voice_yue_33362650
ceot gwok muk biu aa,common_voice_yue_33362652
ceng man haa sip can hai mai hou siu jan gong laa zing zi hai,common_voice_yue_33362738
hei maa pou kap faan jat di ci,common_voice_yue_33362741
daa zi m sai lin mong,common_voice_yue_33362743
gok haa ho ji daa taam haa gung si noi bou deoi jyut ping jau mou soeng faat,common_voice_yue_33362744
ngo ji wai nei ho ji zou ngo pang jau hai ngo taai ceon deoi nei jau gwo kei mong,common_voice_yue_33362745
tai lai aa cang sin saang hai zou hok seot jin gau ge,common_voice_yue_33362819
ni go hai siu hok jam jing,common_voice_yue_33362820
ngo gim zik sung ngoi maai go zan zik zip kam coeng ceot jap,common_voice_yue_33362821
nei ho ji faat jyu jam dong bei ngo,common_voice_yue_33362823
seon fei zyu cung sau gei baan,common_voice_yue_33362824
hou m hou ne,common_voice_yue_33362860
gan zyu ngo saan ceoi keoi,common_voice_yue_33362862
hou gam dung jau dai saam doi cong kit,common_voice_yue_33362863
ngo jam lo ngo dou geng hot,common_voice_yue_33362877
dim gaai gam ci wui gam zou,common_voice_yue_33362923
ngo gok dak mou mat je gei hou aa,common_voice_yue_33362924
jau nam zyu jiu ceot daan ji gaa mou dak haan,common_voice_yue_33362925
ngo sai lou hou cou so ji fai si koeng gaa taai do je hai keoi tau soeng,common_voice_yue_33362927
ngo zung jau go man tai,common_voice_yue_33362929
bin go jan gong je ngo dou tai zap hang ngo zok wai gun lei jyun ge zaak jam,common_voice_yue_33363034
ngo soeng mong wan zo,common_voice_yue_33363036
se haau hai ngaa faa,common_voice_yue_33363038
ji gaa hok gan jyut jyu,common_voice_yue_33363041
ngo m hai hou seon wan ngo m hai hou seon zim buk syun meng ngo go jan bei gaau fo hok,common_voice_yue_33366290
hou ci hou sam ngo teng m ming ngo fan jan hou gaan daan,common_voice_yue_33366291
hou do jan ho nang dou gok dak mou jyut ge go geoi waa hai jau dou lei ge,common_voice_yue_33366292
zung man se zok jung zi jat ding jiu gaan lin sin dak,common_voice_yue_33366293
keoi zung ji zau hou,common_voice_yue_33366294
faai tai tau tiu san man,common_voice_yue_33366315
gwong dung mui gong jyut jyu ge dei fong hau jam hou ci dou m jat joeng ngo gok dak hoeng gong go bin hau jam bei gaau nung,common_voice_yue_33366316
faai cuk on cyun sai jung fong bin,common_voice_yue_33366317
sing zek daai lou syu gam daai koi gam soeng haa daai,common_voice_yue_33366318
hai mai fei lou m jing goi hai go kwan bo,common_voice_yue_33366326
nei zeoi do teoi kwan lok,common_voice_yue_33366327
ngo zau m dak ngo mei si gwo suk se sang wut,common_voice_yue_33366329
jau m ho ji jung zo,common_voice_yue_33366330
wai gei baak fo dou hai baai soeng min ge,common_voice_yue_33366331
fun jing daai gaa ceoi si liu ngo keng gai,common_voice_yue_33370606
ci zung dou hai jau caa keoi,common_voice_yue_33370607
duk dak jat bun bun,common_voice_yue_33370608
hai jat zek ci wai,common_voice_yue_33370609
keoi sei zo laa,common_voice_yue_33370610
zou zek maau zou zek gau,common_voice_yue_33370616
coeng si gaan gou dou jam gung zok jing hoeng ting lik,common_voice_yue_33370617
zoi gaa do di zyu jau,common_voice_yue_33370618
au joeng zan waa tung can miu jing jat cai paak ge,common_voice_yue_33370619
kei sat ngo zeoi tou jim di jan tiu but lei gaan ge jan,common_voice_yue_33370620
jau man tai ceoi si kau tung,common_voice_yue_33370631
nei di zau hai cyun syut zung ge noi gung sam faat,common_voice_yue_33370632
kei sat hou do gwong zau siu hok jau zi jyun dou hai gam joeng,common_voice_yue_33370633
nei go dou hai co jam,common_voice_yue_33370634
gam zau ji mei zyu gam maan tai m dou din si,common_voice_yue_33370635
mat je si hau faat bou o,common_voice_yue_33370641
ci gei go jyut zau m dak haan zou la,common_voice_yue_33370642
nei go gun dim m ngaam wo,common_voice_yue_33370643
soeng nin ceot jin gwo jing waak sau sam tung taai baak sau jyut m zi gam nin wui jau me si faat saang,common_voice_yue_33370644
zyun ging ge gou kap jung wu,common_voice_yue_33370645
hai ne fuk tou laa,common_voice_yue_33370646
zau hai kyut siu maa biu,common_voice_yue_33370647
go jau hei hai nei zai zok ge hou zeng wo,common_voice_yue_33370648
on nei go zeon dou zan hai sau dak pei,common_voice_yue_33370649
daan hai daai bou fan dak,common_voice_yue_33370655
hang zi cam jat daai dit gam jat jau daai sing,common_voice_yue_33370657
ngo ji wai ngaam go geoi hai nei gong ge,common_voice_yue_33370664
cing m hou jan wai deoi fong hai bak fong jan zau ok jin soeng hoeng,common_voice_yue_33370670
aai maai zan jyu gwo lai aa,common_voice_yue_33370671
dang ngo jau cin maai nei go,common_voice_yue_33370672
man haa daai gaa sin,common_voice_yue_33370673
gam m kap aa zau gwok gaa gam faai,common_voice_yue_33370679
gok wai maan soeng hou,common_voice_yue_33370680
mong lou cit zi mou doi lei,common_voice_yue_33370681
miu siu ge mei lei gin hap zung zi bun zyu ji zau gau dai gwok mou dak sik se wui,common_voice_yue_33370682
ngo gok dak syu jap faat m coeng jyut ping ge si coeng hai hou m ming zi ge,common_voice_yue_33370683
fong m fong bin,common_voice_yue_33371402
nei m git fan,common_voice_yue_33371403
jan wai ngo hai lau soeng,common_voice_yue_33371404
hou dang ngo wan wan,common_voice_yue_33371406
keoi zou si tong tong zing zing gwong ming zing daai ci lei siu lung gam joeng,common_voice_yue_33371407
hou ci hai daai luk ge zaap gwaan,common_voice_yue_33371408
ngo gok dak nei hai jat bun jan hai m hai ne,common_voice_yue_33371409
ngo gap si jiu heoi o si,common_voice_yue_33371411
bat ho nang jyun cyun wui ge,common_voice_yue_33371412
nei go jing goi m naan,common_voice_yue_33371414
ngo dou m soeng jin gau laau waa bat gwo nei tai dou gam hing ceoi ngo zau zik gun wan haa,common_voice_yue_33371415
ngo zik gwo gaan cek ga,common_voice_yue_33371416
ji soeng loeng go jyut jyu ci jau mou jan zi dou loi jyun kap zing zi bun zi,common_voice_yue_33371417
daan hai zim zyu jiu hai haa cang,common_voice_yue_33371418
ji cin waan gwo gok dak zing hai dak guk go lau hei sin jau dak jung so ji mou jung,common_voice_yue_33371419
ngo hai tai dung waa dak zi ge,common_voice_yue_33371421
nei dim zi ga,common_voice_yue_33371422
tai zaam mou daan mok m hai hou gwaan,common_voice_yue_33371424
ngo giu mo gaau zin,common_voice_yue_33371425
ngo soeng maai je ngo soeng zing soeng ban,common_voice_yue_33371431
hou do bat hap lei ge kwai ding,common_voice_yue_33371432
dou hai jat go m co ge keng gai fong sik,common_voice_yue_33371433
ngo soeng wan jat di ho ji zoeng jyu jam zyun wun sing man zi syu ceot ge gung geoi,common_voice_yue_33371434
keoi dei ging soeng zi zip cuk daan fong min zi seon hou naan gwaai keoi dei gam nam faat,common_voice_yue_33371436
nei zi tai bat zi wun,common_voice_yue_33371437
siu sam di zung hou jit,common_voice_yue_33371438
so ji m wui lau dai ne,common_voice_yue_33371451
ngo ge sing gaak hai hou noi lim,common_voice_yue_33371452
haak nei gong mat je aa,common_voice_yue_33371454
kei sat jyu jin ge ci wui hai wui soeng wu jing hoeng ge,common_voice_yue_33371455
