transcription,file_name
ngo dei waan daai zo ze,common_voice_yue_32301885
go go dou zung ji keoi dei,common_voice_yue_32301886
jyu gu daai gaa muk biu jat zi ci zung dou wui hai zang ceoi ge dou lou soeng soeng jyu,common_voice_yue_32301887
hai mai loeng wai dou jap saai,common_voice_yue_32301888
m ming go go zou mat zung ji hoeng haa bei,common_voice_yue_32301894
nei zung nam gan cam jat ge si,common_voice_yue_32301895
jing goi dou bat ngoi fu je lou gaau jyun zi leoi ge fong on laa,common_voice_yue_32301896
ngaa nan caat caat hai dou cyun ngo,common_voice_yue_32301898
zung jiu gaau seoi din fai,common_voice_yue_32301906
zung gaan mou sau sik,common_voice_yue_32301907
ngo dai jat zek joeng ge cung mat hai tin zuk syu,common_voice_yue_32301908
kei sat toi waan daa cong kit ge jan do m do ne,common_voice_yue_32301924
jyu gu zung man hai hon zi gam jat bun jyut naam naam zi dou hai zung man lo,common_voice_yue_32301926
tai haa go go tiu but ze gei si ceot lai,common_voice_yue_32301927
nei tai zo keoi go mong zaam sin,common_voice_yue_32301928
ngo jiu sau sin la aa maa dang gan ngo,common_voice_yue_32301934
go go duk ging zai ge hok saang hau mei jap zo gaan ngan hong,common_voice_yue_32301936
ngo tung keoi zeng seoi bat faan ho seoi,common_voice_yue_32301937
zung gu jyut jyu jat joeng hai lin duk bin diu pan faan,common_voice_yue_32301942
teng keoi baa seng hou ci gwong zau jan,common_voice_yue_32301943
nei di hai se sat m hai bei gun,common_voice_yue_32301948
ngo nei bin sau dak dou dyun seon,common_voice_yue_32301961
gan zyu ngo din waa jau mou din gon zyu ceot mun hau m gei dak daai caa din hei,common_voice_yue_32301962
nei sing kei ji zik zip soeng lai ngo uk kei,common_voice_yue_32301963
jau zik zip gaai sik hai gam jung,common_voice_yue_32301975
cyun ngo aa,common_voice_yue_32301976
gam nei di zi mou hai m hai ngo gwok dak jau ga,common_voice_yue_32301977
hai nei nam do zo ze,common_voice_yue_32301984
jyu gu dang ng fan zung dou m dak sin hou syun bou sat baai,common_voice_yue_32301986
daan tung ngo zau jiu bou ci keoi lei,common_voice_yue_32301987
jau si ngo m soeng jung gam do si gaan hai nei di dei fong,common_voice_yue_32301999
m sik laa,common_voice_yue_32302000
si haa je lou ge sin,common_voice_yue_32302002
ting zyu zung ji ngo dei ge waa ho ji tau gwo ji haa tou ging zi dou ngo dei zeoi san ge siu sik,common_voice_yue_32302003
nei jiu loeng bin gong hou waa,common_voice_yue_32302049
ngo zi cin zau gin gwo keoi faat biu bat dong jin leon,common_voice_yue_32302053
hai mai zi gei pin cing ge,common_voice_yue_32302062
cing lau ji kwan gung gou,common_voice_yue_32302063
sai lou zai seng jam,common_voice_yue_32302066
haa haa haa tung maai keoi jat cai faan lai lo,common_voice_yue_32302067
hai m hai jiu hoeng je lou go go dong sin ho ji cit zi,common_voice_yue_32302069
ling jat go paai zi zung hou jung,common_voice_yue_32302070
ngo zung ji neoi si hoeng seoi,common_voice_yue_32302071
jyu gwong dung ge zong tung jyu hai m tung,common_voice_yue_32302073
zou ci gung nang hou m hou,common_voice_yue_32302089
ngo zing hai ho ji tai dak ming duk jam jing man jat zi bun gaai,common_voice_yue_32302090
jau di naam ge ging gwo lung gaau zo seng go zung dou mei ceot je caap dou tiu neoi zau lai sei gam zai,common_voice_yue_32302091
zeoi zung jiu ge hai hoeng daai zung pou kap jyun lei tung koi nim,common_voice_yue_32302099
jyut ho ji bat gwo gaap zau caa siu siu,common_voice_yue_32302101
gam mou fan sik lik me hok jan gong zing zi,common_voice_yue_32302102
jyu gu nei jau ge waa m goi faat jat faat bei ngo aa,common_voice_yue_32302103
gam ci fung zong ge baan bun zaak jam zung daai,common_voice_yue_32302110
nei dou gan hip daan dou m mong zyu ngo ge,common_voice_yue_32302111
ni go hai ngo san gin ge,common_voice_yue_32302112
jyu gu m hai dim wui jau gam do zi tai daa m dou,common_voice_yue_32302113
jing zan ngo ji gaa soeng tung geng tau hau ge gung zok jan jyun gong,common_voice_yue_32302134
zung mou so wai,common_voice_yue_32302135
ngo tai dak m hai hou ming,common_voice_yue_32302136
hou ci fu kap kwan naan,common_voice_yue_32302138
ngo deoi sam hoi hai jau di hung geoi ge jan wai m zi jau me cai sik hai hoi dai,common_voice_yue_32302139
sing kei ji soeng jyun fo zi hau,common_voice_yue_32302140
kau dak dou neoi zau m sai daa fei gei laa,common_voice_yue_32302141
hou wai hau gok wai,common_voice_yue_32302143
nei go jan sin hai uk zyu,common_voice_yue_32302149
dou m gwaan keoi si zou mat jiu bong keoi,common_voice_yue_32302150
ting jat daa jyun bo zik zip heoi,common_voice_yue_32302152
m soeng tung siu sou man zuk jung hap,common_voice_yue_32302153
toi waan zau jiu tai man faa cing dou,common_voice_yue_32302164
ci loeng sik zung wui hou di,common_voice_yue_32302166
ngo leng dou dam jat seng hou mou bin fat wat dat aa,common_voice_yue_32302167
m zi aa gei baak maan ze,common_voice_yue_32302168
gwai naap wai ji tai zi wui laau maai go di m soeng jung zi ge zi ge wo,common_voice_yue_32302169
waa jing wo zan hai wo ping tin si wo,common_voice_yue_32302170
gam nei hai jiu dong zou ling jat zung jyu jin loi hok ge wan soeng tung ge dei fong m hai coeng gau zi gai,common_voice_yue_32302171
gaau dou jiu tai gam do pin,common_voice_yue_32302173
jau je man joek seoi gaau bou hai mai ho ji zi hyut ga,common_voice_yue_32302182
mou zing geoi ge waa zau wui hou ci mou jan zou co je,common_voice_yue_32302183
ngo zou jan jau go zung zi m hai tai zou m zou dou ji hai tai ngaam m ngaam,common_voice_yue_32302185
ngo hou gui aa maa,common_voice_yue_32302186
fo hok tung jyun hok jin gau zo gam noi do gei do siu zi di gam laa,common_voice_yue_32302194
ngo mai heoi nei go dou lo ngo dim nan zi nei heoi bin dok ze,common_voice_yue_32302195
giu keoi bong haa ngo ngo jat go jan gaau m dim,common_voice_yue_32302196
ngo m sik haak gaa waa wo,common_voice_yue_32302198
m tung cam jat gam jat jing goi king m dou,common_voice_yue_32302199
jin hau si gaan noi zo go go jan dou wui bin dak jyut lei jyut nau kuk,common_voice_yue_32302200
dou mou mat je gei seot soeng ge zeon bou,common_voice_yue_32302201
ngo ngaam ngaam hoi ci tai zeon bei zing di tou,common_voice_yue_32302203
man zi ci ji ji zung hai ho ji ge,common_voice_yue_32302204
jan wai faat daat lo,common_voice_yue_32302206
ngo zau zi daan jau ge jan m zi,common_voice_yue_32302207
daai gaa zi m zi ni go hai mat gwai,common_voice_yue_32302208
ngo jat zou zau hei lai,common_voice_yue_32302209
nei ngaam sin sei hou coi zaa,common_voice_yue_32302211
ho ji wai keoi dei tim gaa deoi baak,common_voice_yue_32302212
nei jiu jung zau jung laa,common_voice_yue_32302213
tung jat tiu dou lei ngaam ding m ngaam hai tai keoi heoi dou me si gei me waan ging,common_voice_yue_32302214
go tiu jau hai dou gong gan mat je,common_voice_yue_32302216
tai zo tiu pin mei sin,common_voice_yue_32302218
ji gaa jau go dung lik hai dou teoi gan ngo,common_voice_yue_32302219
tung zaak naam zaak neoi mou gwaan,common_voice_yue_32302220
tai zi bun loi hai gok ce si ji gaa dou bin sing zing si,common_voice_yue_32302221
ji gaa fung gan gwaan nei gan bun heoi m dou gam jyun heoi dou gwaan hau nei zau bei jan zit ting laa,common_voice_yue_32302222
gei jin nei hai ng jan jiu hok hou ng jyu sin dak ga,common_voice_yue_32302223
keoi dei zung hai jung gan ngo pin se ge zi biu,common_voice_yue_32302224
go di hai wong zi waa jyu daan leon jap min siu zo loeng lap jyu daan ge jan,common_voice_yue_32302225
bei nei do ze,common_voice_yue_32302239
nam haa go jyun jan dim gaai nei soeng ngo dei zyu hai nei dou,common_voice_yue_32302240
saan mei jan hai fuk lou jan,common_voice_yue_32302241
daa din waa gwo lai naa,common_voice_yue_32302242
nei giu me meng,common_voice_yue_32302243
keoi zi hai gei haai jan,common_voice_yue_32302244
bei do ci gei wui ngo,common_voice_yue_32302245
fun jing sau tai ngo ge pan dou,common_voice_yue_32302246
nei hai lou si ding hai hok saang aa,common_voice_yue_32302248
jat man gai gaau dim,common_voice_yue_32302260
jik waak jat zik dou hai,common_voice_yue_32302262
can mung gat jim zi gei go meng ge gat zi taai sai goi zi gei go meng zou can mung gam dim zi gaau ceot go daai tau fat,common_voice_yue_32302263
jan wai gu doi ge san wui jyun zyu man hai jiu jan zoi gaa soeng sung ciu mut nin go di zau naan lok lai ge jan,common_voice_yue_32302274
keoi dei mong gei zo gwok ngoi si coeng,common_voice_yue_32302275
ngo haam zo gei go zung,common_voice_yue_32302276
gung zai pin hou siu tai,common_voice_yue_32302277
nei giu ngo haa zoi ge,common_voice_yue_32302278
ngo waa daai min mui aa,common_voice_yue_32302279
gam gok soeng m hai hou do zaa wo,common_voice_yue_32302280
nei hai mai zan hai m sai ngo daa bei nei king haa,common_voice_yue_32302281
so ji so jau fo muk ngo dou jiu ceot coi,common_voice_yue_32302282
so ji mong lok zung hou san zeng,common_voice_yue_32302283
baa sik mat fong jap tong waak zyu fai ge jau jap min gaau suk,common_voice_yue_32302284
ngo jiu do ze nei tai seng ngo,common_voice_yue_32302285
ngo hai wai zo ceoi zi sin zi gam gong,common_voice_yue_32302286
seng tiu gong hau lou seoi zing ho fei,common_voice_yue_32302287
ngo ji gaa zyun laa,common_voice_yue_32302288
ngo ci zung hai m gwaan,common_voice_yue_32302289
ho ji gei si,common_voice_yue_32302290
mat je lo cap lai gaa,common_voice_yue_32302291
daan je keoi gaau ceot lai dim gaai jiu nei me fei ge,common_voice_yue_32302293
biu zeon hon jyu zik hai gun waa,common_voice_yue_32302294
nei go zi mat ji si,common_voice_yue_32302295
nei dei ji gaa dou hai daai luk,common_voice_yue_32302296
zeoi seoi dou hai nei,common_voice_yue_32302298
keoi lei zau luk wui ji hoi ci si gaan zung jau sap ji go zung,common_voice_yue_32302303
mei seon gwaan zyu zau dak laa,common_voice_yue_32302311
zeoi zip gan nei go ming ge lyun lok jan zau hai nei go,common_voice_yue_32302312
dim gaai gan paai do zo gam do haam sap geoi zi ge,common_voice_yue_32302313
m zi dou keoi wui m wui wan nei,common_voice_yue_32302314
loeng bin gong faat m tung jyut man seng jat dou hai gam jam gung,common_voice_yue_32302318
jat go jan m hai zung dim ho ji tung nei ge gong jyut jyu ge pang jau jat cai gaau lau,common_voice_yue_32302325
ngo ji wai zi jiu ngo gau oi jat go jan oi wui bong ngo kwaa jyut ngo ge hung geoi,common_voice_yue_32302326
jyu gu nei soeng jap heoi daa bei keoi laa,common_voice_yue_32302327
bong mat je sau,common_voice_yue_32302330
zung hai dou noi caak gan gung caak jing goi wui faat bou teoi gwong hei mong lei gaai,common_voice_yue_32302331
nei go paai zi dou jau maai so daa fan,common_voice_yue_32302332
hok haau jau bat zim gai waak,common_voice_yue_32302333
ngo nam ngo mei zeon bei hou,common_voice_yue_32302334
nei hai sam zan dung gun sik m dou zing zung ge jyut coi hai gwong zau fat saan wui hou di,common_voice_yue_32302335
hai waa min soeng waa jat go kwaang kwaang bei ngo,common_voice_yue_32302336
cam maan tai din si m gei dak zo,common_voice_yue_32302337
gaau dou zau san gui laai laai cyun san mou saai zing san,common_voice_yue_32302338
go sei lap jyun hyun ge zai jing goi doi tai zo bo gwan ge gung nang,common_voice_yue_32302339
gaau mat aa zou mat fat jin sau seng,common_voice_yue_32302340
nei go mong zaam wui wan dou go gaau cing tung cou zok caam haau,common_voice_yue_32302341
zau wui bei gaau dai diu,common_voice_yue_32302343
saang jyun zi hau zyu hai zit gong,common_voice_yue_32302344
keoi hai gei jan jing ji,common_voice_yue_32302345
nei tiu pin ngo hung gaan dou jau laa,common_voice_yue_32302346
zoeng nei go geoi waa faan jik sing zung man,common_voice_yue_32302349
gaai faa zi jau kei sat zik hai me jau,common_voice_yue_32302350
ngo sai gwai lo zing geoi,common_voice_yue_32302352
nei seng jat heoi sam zan,common_voice_yue_32302353
kau haa nei bei ngo dei lau dai laa,common_voice_yue_32302355
jiu hok sik zou aa tau,common_voice_yue_32302356
aa sing cau caap zo jat zan daai bo jing go hai lau zo hou do baak sik ge pou mut zong jik tai ceot lai,common_voice_yue_32315679
jan zau hai san taai do zi wui mou hong dung,common_voice_yue_32315680
wok dak do di jan zi ci zou hei si soeng loi dou jung ji di aa,common_voice_yue_32315693
nei ting zan di,common_voice_yue_32315694
mei bok nei di laap saap hai tung,common_voice_yue_32315695
diu sei baat gung,common_voice_yue_32315696
ngo dou m gei dak laa,common_voice_yue_32315697
jau mat je man tai,common_voice_yue_32315703
sai lei gwo lam zik,common_voice_yue_32315706
hou do hei ming zung ji jung go jyut zi sik zi,common_voice_yue_32315707
zyu gong toi ci fu hou di,common_voice_yue_32315713
hou do jat soeng deoi waa dou ging ji jing fu dou,common_voice_yue_32315714
jing goi m hai ng sin pou,common_voice_yue_32315725
ngo soeng duk faan pou tung zyu lau hok haau aa,common_voice_yue_32315726
ngo ho ji tai siu sik daan m sai mui tiu dou zan,common_voice_yue_32315767
ngo zik zip zyun jung jing man,common_voice_yue_32315769
ne loeng zung jyu faat hai soeng faan ge,common_voice_yue_32315770
m zi ngo jap kwan dou mou tung keoi gong gwo je,common_voice_yue_32315771
ngo dei mou gwong dung waa daai hok,common_voice_yue_32315841
ceng man kwan zou noi jau mou bak lau jan,common_voice_yue_32315842
ngo m hang ding keoi wui m wui zung ji daan hai ngo jiu bei saai cyun bou sam gei lok heoi,common_voice_yue_32315843
ci ci mong keoi ngo dou gok dak hou wan nyun,common_voice_yue_32315844
gan zyu keoi faat jin keoi maa maa lau bei keoi ge ne gaan uk m wui zoi hai keoi ge,common_voice_yue_32315845
fong ce hai keoi dei ngaan zung jyut jyu hai gan ci jyu gun waa ge zung jiu jyu jin,common_voice_yue_32315850
hou do hai jyut man ci,common_voice_yue_32315851
gaap mai dei hai fei leot ban jat go saang fan,common_voice_yue_32315853
ngo zan gaan zau soeng gei jau mou si gaan king zan din waa,common_voice_yue_32315854
ngo hou gwaa zyu nei,common_voice_yue_32315855
ji sap zai ge joek mat nung suk sing jat zai gam fan fan zung jam dou lau bei hyut dou ci,common_voice_yue_32315858
nei jat geoi jat geoi on faan seon zeoi gong,common_voice_yue_32315859
dang dang sin ji gaa sik gan faan,common_voice_yue_32315865
daan keoi zan hai gaau dou jat wok pou,common_voice_yue_32315867
zung gu jyut jyu hai jau zuk jam ge,common_voice_yue_32315868
zau paak hou faat jing ho ji laa,common_voice_yue_32315869
jyu gu tiu jyu hai ci sing ge waa,common_voice_yue_32315879
ngo gam joeng gong hai jan wai zi dou keoi kei sat zi hai man haa bing m hai soeng zi dou zan zing ge daap on,common_voice_yue_32315881
jau jan m sik caau paai me ji si,common_voice_yue_32315882
gam ngo dei mai teoi jyut lo,common_voice_yue_32315883
bat gwo jau man tai ngo gin dou ngo wui wui daap,common_voice_yue_32315888
jyu gu bei go baan jan nam ni di je jat ding hou faai zau nam dak ceot,common_voice_yue_32315890
daan bin dou jau jan cong seon sik aa,common_voice_yue_32315892
ngo m soeng keoi dei jan wai ngo ji jau maa faan,common_voice_yue_32315894
gu zi ge bun ji hai gu gaa,common_voice_yue_32315905
keoi waa mat zau mat m sai tung nei soeng loeng dong gei laap dyun,common_voice_yue_32315907
m soeng zoi teng lok heoi ngo m seon nei,common_voice_yue_32315908
sik dou zai saai heoi zou je hou gwo,common_voice_yue_32315918
jan leoi jing goi ji mat je joeng zi sang cyun,common_voice_yue_32315919
wu ngoi wut dung zik bo gok zung gok joeng,common_voice_yue_32315921
nei ting jat dou m faan ga laa,common_voice_yue_32315923
ngo tai ge dou hai jat jyu,common_voice_yue_32315925
hai si jan kei jip lai ge,common_voice_yue_32315926
hei mong nei sing gung,common_voice_yue_32315927
m hai nei zung cing fong,common_voice_yue_32315935
ji gaa daai zo laa jau mou jau jik laa,common_voice_yue_32315937
wok ceoi faai zit gung nang,common_voice_yue_32315938
hoi gung mou wui tau zin jiu zim jung hou do zi jyun,common_voice_yue_32315940
ngo go ming jau bei jan jung zo,common_voice_yue_32315943
gong ji si jau gwai jung,common_voice_yue_32315945
ngo ho m ho ji faat gwong gou,common_voice_yue_32315946
sau gau ge jyu jam syu jap faat jau man tai aa,common_voice_yue_32315947
hou ge m goi saai nei dei,common_voice_yue_32315948
ngo soeng wan go jan lai cai,common_voice_yue_32315949
ngo cung loi dou mei gin gwo gwai wan,common_voice_yue_32315950
keoi dei hai ngo hou sai go go si sei zo la,common_voice_yue_32315952
nei jat gong zau ngo zau gei dak jau go pang jau hai maai hung zau ge,common_voice_yue_32315953
can siu ze hoeng gok haa cyun sung zo jat go si coeng dau dung,common_voice_yue_32315954
mei gwok go bin jik cing jing jin hou jim zeon,common_voice_yue_32315955
zung gwok jan ge baai leoi,common_voice_yue_32315957
hai aa haak can ngo saan zo keoi,common_voice_yue_32315959
ngo daa syun zi gei zou jat go,common_voice_yue_32315960
bong sau tai haa nei go man tai hou m hou,common_voice_yue_32315962
nei ting jat faan m faan,common_voice_yue_32315963
m sai zang mou bin go m hai,common_voice_yue_32315969
hai aa zi gan jiu hoi tau,common_voice_yue_32315970
hou ci gam joeng gei gaan git,common_voice_yue_32315971
ngo m hai gong go jan aa ngo hai gong go jing aa,common_voice_yue_32315972
nei di zik dak jat duk ge hou syu nei duk gwo gei bun,common_voice_yue_32315975
sau dou ngo ge ceng kau seon sik mou,common_voice_yue_32315978
gong mun bing tan san wui zung gam daai tiu dou lei faan jing gun fong gan bun hai dong ngo dei san wui jan sei ge,common_voice_yue_32315981
dong jin laa cung zo wui bei faan cin nei,common_voice_yue_32315987
ming hin zung zo ziu dou jim m dou ceot lai,common_voice_yue_32315988
bat leon nei ge se wui dei wai waak ze gaa ging,common_voice_yue_32315989
nei dou zou di jau sik laa,common_voice_yue_32315990
hai gam ga laa coeng tau cou ji fu hai jan sing,common_voice_yue_32315991
ngo tai haa bin gaan fo sat jau hung wai sin,common_voice_yue_32315996
nei hai laai zai hai mai,common_voice_yue_32315998
man haa nei wai lou jau sin,common_voice_yue_32316000
hang ding ho ji sat zai soeng ngo nei go hong muk zau hai jiu jyut do jan sam jyu jyut hou,common_voice_yue_32316003
ji gaa sin zi daai jat,common_voice_yue_32316004
wai nei mei loi tau zi,common_voice_yue_32316019
ngo ji wai hai co ge jyun loi zan hai jau nei go jam,common_voice_yue_32316020
king ni go hai saai si gaan,common_voice_yue_32316021
cou dai ngo man haa ze,common_voice_yue_32316027
ding hai maai zo di me sau cong ban,common_voice_yue_32316030
ngo hai mai zan hai jiu gwaan sam ga,common_voice_yue_32316032
si fu si fu bong bong sau,common_voice_yue_32316033
sai gaai faat sang daai si zau m dou waa m gwaan nei si,common_voice_yue_32316035
nei tai taai do gwai pin laa,common_voice_yue_32316037
ho nang ngo zi hai seoi jiu fan haa sam,common_voice_yue_32316039
zi cin ping gwo baan bun dou hai jau gwong dung waa jyut duk ge,common_voice_yue_32322169
sau faai jau sau maan mou,common_voice_yue_32322170
m hou bei keoi ge tim jin mat jyu ngaak dou,common_voice_yue_32322171
tai lai ngo ji gaa m soeng bei hau doi heoi gung laap hok haau,common_voice_yue_32322172
ngo gok dak keoi m bei ngo dei haang maai go ji gwai,common_voice_yue_32322193
ngo m zi man zok ze laa,common_voice_yue_32322196
ngo hai m daam sam tau teng ge ngo ping si dou m gong je ge jau m zung ji faat jyu jam lau jin,common_voice_yue_32322197
doi ngo zoi ci sam jyut hau soeng cyun,common_voice_yue_32322198
ngo wui kei tou hei mong keoi faai di hong fuk,common_voice_yue_32322209
ji hau wui tung zi nei ge,common_voice_yue_32322211
ngo dei zan hai soeng sang wut hai jat go gam joeng ge sai gaai,common_voice_yue_32322213
ngo gok dak zung gwok gam joeng cing ling faat ci zou beng duk mei sei di si man sin sei,common_voice_yue_32322225
wai m hou daa cing maa ciu zyu sin jam bui sin,common_voice_yue_32322226
ngo fang sau ge zaap gwaan hai jiu dim di je sik lok di zap dou,common_voice_yue_32322227
tiu jau daap fei so man gong je gau m daap baat,common_voice_yue_32322228
gok dak ci zung dou hai gwong zau toi ge zung man gwong bo hou teng gwo hoeng gong,common_voice_yue_32322264
ji gaa ping jam daa nei zung zi dou jyun cyun mou aat lik,common_voice_yue_32322265
sing sau dou faan toi ge hau gwo zau dak,common_voice_yue_32322268
tung jat cing fu wai gwong zau waa,common_voice_yue_32322278
lai jyu haa min ni geoi waa kei sat jau hou do gong faat,common_voice_yue_32322282
ngo dei ge kwan jung bin go tau zoeng hou ne,common_voice_yue_32322293
daai gaa dou m lau lei,common_voice_yue_32322294
nei ho ji m zip sau daan hai si sat zau hai ci wui zau wui soeng wu jing hoeng,common_voice_yue_32322295
zi man zi daap,common_voice_yue_32322303
keoi ho ji cing lei ci zyu go wok ge tong fan tung maai zang sik zang mei dang di zau zing fai faat cai zoi gaa faan di ngau juk,common_voice_yue_32322305
jau me fuk lei baau nei sik zyu gei jat lo haa haa haa haa,common_voice_yue_32322325
nei ting zyu nei go sai gaai hai mou gwai ga,common_voice_yue_32322327
jin hau zau mou zoi gong gwo je,common_voice_yue_32322363
jyut ping kei sat mou cong kit ji daa zi,common_voice_yue_32322364
m zou je ge zim do sou lo,common_voice_yue_32322365
mui zai daai gwo zyu jan po,common_voice_yue_32322366
hai ge waa nei zeoi hou zou di fan gok,common_voice_yue_32322367
go wui ji zung jau sei go zi hoi ci,common_voice_yue_32322378
nei m hai ngo go pang jau me jing goi kei hai ngo nei bin,common_voice_yue_32322379
m zi ngo zyu dak hou m hou go coi pou hai ngo gu ge,common_voice_yue_32322381
jau dak m gin ge je ngo dou wui m gin,common_voice_yue_32322392
keoi waa mou jan gaau jyut ping,common_voice_yue_31842021
baau zin dap jeng zo ge ceot tai sin,common_voice_yue_31842022
hung sik go bo hou leng,common_voice_yue_31842023
teng haa soeng nin jing gwok daai syun dou gei gwo jan,common_voice_yue_31842041
go go ngo mou goi gwo,common_voice_yue_31842043
daan jau jat go tiu gin,common_voice_yue_31842044
daa ngaam saai ge waa hai m wui ceot jin ga,common_voice_yue_31842045
zan dai gaa mou faa gaa,common_voice_yue_31842060
go tiu jau hai dou gong gan mat je,common_voice_yue_31842061
daan hai nei seng jat zoeng di je gong dou jat ding gam,common_voice_yue_31842062
gam mai dong wai gwok hei sang lo,common_voice_yue_31842224
fong hoi keoi,common_voice_yue_31842228
ngo hou ci dou bin hou zo,common_voice_yue_31851824
daan nei dei loeng go jat cai zan hai hou ho oi,common_voice_yue_31851834
so ji nei m sai daam sam,common_voice_yue_31851836
jing goi hai bin dou wan ne,common_voice_yue_31851837
saam fo dou fei lou zo aa ngo,common_voice_yue_31851840
cing lau ji kwan gung gou,common_voice_yue_31851841
jau di je m jat ding wui hai din si kek dou gin dou,common_voice_yue_31851843
ting aa nei sik dou zaap zaap sing,common_voice_yue_31851849
wui m wui jau mat je gwaan lyun,common_voice_yue_31851853
mat je giu hoeng gong zi ne,common_voice_yue_31851854
git me fan aa jau jung me,common_voice_yue_31851855
nei giu ngo haa zoi ge,common_voice_yue_31851856
zi cin ngo zau jung dak,common_voice_yue_31851857
gong dak naan teng di zau hai fei gei gun coi,common_voice_yue_31851864
gu gai wui bei ngo gik sei,common_voice_yue_31851865
lai taan hoi sau ng dai san sou haa keoi,common_voice_yue_31851866
nei heoi faan hok laa zung hou zou zaa wo,common_voice_yue_31851867
nei zou me dat jin gam cou dai aa,common_voice_yue_31851868
ne daan sou zung jiu dim joeng coi kyut ne faat gun gok haa,common_voice_yue_31851874
ngo dou m zi dou mat wui si,common_voice_yue_31851875
loeng hai cung loeng daan wai,common_voice_yue_31851876
daan hai ngo m zi hai bin wai tung ngo pin man zoeng faan jik sing jing jyu ge,common_voice_yue_31851877
jung din nou zau wui gam joeng,common_voice_yue_31851884
cung maan haak hoi ci nei tiu fai caai zau jat zik hai dou waa ngo,common_voice_yue_31851885
dou dai hai bin go,common_voice_yue_31851886
ngo nei di daai jan zau zeoi cing co,common_voice_yue_31851887
ji gaa waan sou ge waa wui m wui tai sing seon jung,common_voice_yue_31851888
ngo dei m ho ji taam keoi ngo wui kei tou hei mong keoi faai di hou faan,common_voice_yue_31851894
ngo hou zi hou ngo tau faat hai ne zek sik,common_voice_yue_31851895
gam hai jau siu siu maau teon aa maa,common_voice_yue_31851896
nei gok dak zi gei hai mai hau faai gwo nou,common_voice_yue_31851897
jau di seon zung gaau ge jan seon dou so ge,common_voice_yue_31851909
nei zou me m zoek saam aa,common_voice_yue_31851911
ngo zi ngo m leng zai ngo zi bat gwo hai saang dak zeon ciu,common_voice_yue_31851912
m co m co zan hai gei hou,common_voice_yue_31851913
zou mat gau ze,common_voice_yue_31851919
bei go lai zi nei,common_voice_yue_31851921
po syu hai ngo tung maa mi jat cai zung ga,common_voice_yue_31851922
sai m sai gam do kwai geoi,common_voice_yue_31851923
ngo hai gam nam ge,common_voice_yue_31851924
nei jing goi cing co di,common_voice_yue_31851925
jing si mok dong haan,common_voice_yue_31851926
nei gong go jyun jan bei ngo zi laa,common_voice_yue_31851936
nei king gan go ci aa,common_voice_yue_31851937
lou faan gwong zau lou jau zi ci jat haa,common_voice_yue_31852214
kok sat hai pei ngoi soeng lai ge ze,common_voice_yue_31852217
kong jik zi leoi ge zin si zong taai kok jau zoek sou,common_voice_yue_31852218
nei bong ding lam si din waa go hou hou faai sau pei,common_voice_yue_31852220
jau sing sap baat maan lau laam loeng,common_voice_yue_31852222
hei mong mei loi wui jau,common_voice_yue_31852223
gang hai laa bun san zung hou hing fan,common_voice_yue_31852224
waak ze mong heoi jyun cyu m mong geng tau,common_voice_yue_31852225
go di hau saang zai zung ji tai,common_voice_yue_31852226
gam ne pai jam seon ne,common_voice_yue_31852227
wai jung ging taai kwaa zoeng laa,common_voice_yue_31852228
dou zau hai m ho ji jung,common_voice_yue_31852229
jyu gu nei soeng tung ngo gong je zau m hou zoek zyu,common_voice_yue_31852230
keoi go ming zau hai gam giu ge,common_voice_yue_31852231
bat gwo joek jin mou zi liu waak ze keoi jing wai gung cing loeng taai pong daai zau cing fat loek,common_voice_yue_31852232
hou do jat soeng deoi waa dou ging ji jing fu dou,common_voice_yue_31852233
toi waan bak bou ge jik cing jau di gan zoeng,common_voice_yue_31852235
tai nei go joeng dou m sik coi ge zung sik maai di laap saap sik mat,common_voice_yue_31852236
ceng man gaa zi ding ci jyu ge si hau soeng wun hong dim baan,common_voice_yue_31852238
man lei gim sau sai lei,common_voice_yue_31852242
nei gok dak gam zaa ce hou jing haa waa,common_voice_yue_31852243
dang cuk sing sik saai zau hok cong kit,common_voice_yue_31852284
zung ji tung sai lou jat cai waan ge jan,common_voice_yue_31852285
m ho ji bei keoi zau dak gam heng sung coeng jau hei zung mei waan jyun,common_voice_yue_31852286
gang hai mai gong ceot lai laa,common_voice_yue_31852287
ngo m hai waan gan nei ngo zing hai soeng gin dou nei siu,common_voice_yue_31852288
nei di hai me tyun tai zi liu lai,common_voice_yue_31852294
nei zan hai gam ging gwai,common_voice_yue_31852295
hou coi nei gong zeng mui mui nei gong lam mui mui ngo sei zo,common_voice_yue_31852298
m hou tung di wu jan jat bun gin sik,common_voice_yue_31852299
ni dyun sing jau gei go m tung zat sou ge baan bun,common_voice_yue_31852300
bat jyu zing ming haa,common_voice_yue_31852301
zoi wui la gam do wai,common_voice_yue_31852303
saang jyun zi hau zyu hai zit gong,common_voice_yue_31852312
jau si daai bei dou gaau maai,common_voice_yue_31852316
gan paai keoi gwaan sam ge zau zi jau jat joeng je,common_voice_yue_31852318
jing goi hai ngo go gwaai neoi,common_voice_yue_31852325
ling ngo teng dou m syu fuk tung san fu ge sing hai faat pou gaau cyut maai jat gau ge sing,common_voice_yue_31852329
ngo bou zing ji hau jung nei go zi wui ji soeng siu sam,common_voice_yue_31852331
ho zi mou gang san zik tau lok zo gaa,common_voice_yue_31852374
